"","funding_round_investment_type","funding_round_year","funding_round_amount_usd_per_invsestor","funding_round_investor_count","investee_category_1","investee_category_2","investee_category_3","investee_category_groups_1","investee_category_groups_2","investee_category_groups_3","investee_employee_count","investee_org_founded_on","investee_org_name","investee_city_region_country","investee_urban_center_final","investee_country_code","investee_world_region","investee_world_sub_region","investor_name","investor_type","investor_class_1","investor_class_3","investor_class_2","investor_investment_count","investor_total_funding_usd","investor_category_list_1","investor_category_list_2","investor_category_list_3","investor_category_group_1","investor_category_group_2","investor_category_group_3","investor_employee_count","investor_city_region_country","investor_urban_center_final","investor_country_code","investor_world_region","investor_world_sub_region","investment_source","distance_km","investor_uuid","investee_org_uuid","funding_round_uuid"
"4622","series_b",2008,6666666.66666667,3,"Biofuel","CleanTech","Pharmaceutical","Energy","Health Care","Natural Resources","51-100",NA,"Aurora Biofuels","Hayward, California, USA","California Bay Area, USA","USA","Americas","Northern America","Noventi","organization","family_investment_office",NA,"venture_capital",23,NA,"Angel Investment","Finance","Information and Communications Technology (ICT)","Financial Services","Hardware","Information Technology","1-10","Newark, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",15.8989551025523,"2a015432-a20b-7eaf-ac71-5a3f0f9d2d46","78710f09-13ce-9fab-e51c-4db217519494","b49e0de7-c5e1-49cd-e25f-56a4d642f6eb"
"4623","series_unknown",2004,5500000,2,"Cloud Data Services","Cloud Security","Cyber Security","Information Technology","Internet Services","Privacy and Security","1001-5000",NA,"Acronis","Schaffhausen, Schaffhausen, CHE","Schaffhausen, CHE","CHE","Europe","Western Europe","OpenView","organization","venture_capital",NA,NA,126,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",5921.43429415406,"f92cbcf0-2a22-45f6-fd36-dacee145b2ed","3a0c6a7e-5484-d3c1-e42d-08dbdd8ebc83","6fa3c0b3-b371-1b3c-cb96-b93fb153f551"
"4624","series_unknown",2004,5500000,2,"Cloud Data Services","Cloud Security","Cyber Security","Information Technology","Internet Services","Privacy and Security","1001-5000",NA,"Acronis","Schaffhausen, Schaffhausen, CHE","Schaffhausen, CHE","CHE","Europe","Western Europe","Insight Partners","organization","private_equity_firm",NA,"venture_capital",1024,NA,"Asset Management","Business Development","Financial Services","Financial Services","Lending and Investments","Professional Services","251-500","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",6227.46616320756,"6efb9171-a87b-212d-f399-b0613da7b1c9","3a0c6a7e-5484-d3c1-e42d-08dbdd8ebc83","6fa3c0b3-b371-1b3c-cb96-b93fb153f551"
"4625","series_d",2008,980000,5,"Advertising","Cloud Computing","Digital Media","Advertising","Internet Services","Media and Entertainment","501-1000",NA,"Brightcove","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","J-Stream","organization",NA,NA,NA,2,NA,"Enterprise Software","Software",NA,"Software",NA,NA,"251-500","Tokyo, Tokyo, JPN","Tokyo, JPN","JPN","Asia","Eastern Asia","outside",10801.3535730074,"167baaef-f394-1a7e-6ecb-6fbc26dd0d08","5feb6981-348c-dfc0-0504-dcfe73a331ce","45d50294-5e61-128e-4ab1-e1c188fb8414"
"4626","series_d",2008,980000,5,"Advertising","Cloud Computing","Digital Media","Advertising","Internet Services","Media and Entertainment","501-1000",NA,"Brightcove","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Dentsu","organization",NA,NA,NA,55,NA,"Advertising","Consulting","Digital Media","Advertising","Information Technology","Media and Entertainment","10000+","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",306.046349766581,"646d2f4b-e477-9cd6-22fb-b41db3bccf49","5feb6981-348c-dfc0-0504-dcfe73a331ce","45d50294-5e61-128e-4ab1-e1c188fb8414"
"4627","series_d",2008,980000,5,"Advertising","Cloud Computing","Digital Media","Advertising","Internet Services","Media and Entertainment","501-1000",NA,"Brightcove","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Cyber Communications","organization",NA,NA,NA,5,NA,"Advertising","Digital Media",NA,"Advertising","Media and Entertainment","Sales and Marketing","unknown","Tokyo, Tokyo, JPN","Tokyo, JPN","JPN","Asia","Eastern Asia","outside",10801.3535730074,"2d6e39d5-9065-24ec-0a0b-97284657296c","5feb6981-348c-dfc0-0504-dcfe73a331ce","45d50294-5e61-128e-4ab1-e1c188fb8414"
"4628","series_d",2008,980000,5,"Advertising","Cloud Computing","Digital Media","Advertising","Internet Services","Media and Entertainment","501-1000",NA,"Brightcove","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","TransCosmos","organization","venture_capital",NA,NA,67,NA,"Advertising","E-Commerce","Venture Capital","Advertising","Commerce and Shopping","Financial Services","11-50","Mountain View, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",4328.48285314152,"28c63183-5514-483e-f30b-fb7eb544cc54","5feb6981-348c-dfc0-0504-dcfe73a331ce","45d50294-5e61-128e-4ab1-e1c188fb8414"
"4629","series_d",2008,980000,5,"Advertising","Cloud Computing","Digital Media","Advertising","Internet Services","Media and Entertainment","501-1000",NA,"Brightcove","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Breyer Capital","organization","private_equity_firm",NA,"venture_capital",148,NA,"Angel Investment","Finance","FinTech","Financial Services","Lending and Investments",NA,"1-10","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",4333.34782586242,"cbf72215-6a1c-f4ef-e17f-0a958eca3dac","5feb6981-348c-dfc0-0504-dcfe73a331ce","45d50294-5e61-128e-4ab1-e1c188fb8414"
"4630","series_a",2003,3100000,2,"Email","Network Security","Security","Information Technology","Internet Services","Messaging and Telecommunications","101-250",NA,"Astaro","Karlsruhe, Baden-Wurttemberg, DEU","Karlsruhe, DEU","DEU","Europe","Western Europe","Insight Partners","organization","private_equity_firm",NA,"venture_capital",1024,NA,"Asset Management","Business Development","Financial Services","Financial Services","Lending and Investments","Professional Services","251-500","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",6243.14536176169,"6efb9171-a87b-212d-f399-b0613da7b1c9","b711ca81-f51b-b404-9dcb-8eee70b4c851","38c2d45e-cc6e-4755-0fbc-5c56dede885c"
"4631","series_a",2003,3100000,2,"Email","Network Security","Security","Information Technology","Internet Services","Messaging and Telecommunications","101-250",NA,"Astaro","Karlsruhe, Baden-Wurttemberg, DEU","Karlsruhe, DEU","DEU","Europe","Western Europe","Wellington Partners","organization","venture_capital",NA,NA,232,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Munich, Bayern, DEU","Munich, DEU","DEU","Europe","Western Europe","outside",253.023625619097,"01a1fa1f-c36c-91c2-3572-1b8c51796a7b","b711ca81-f51b-b404-9dcb-8eee70b4c851","38c2d45e-cc6e-4755-0fbc-5c56dede885c"
"4632","series_b",2004,2233333.33333333,3,"Email","Network Security","Security","Information Technology","Internet Services","Messaging and Telecommunications","101-250",NA,"Astaro","Karlsruhe, Baden-Wurttemberg, DEU","Karlsruhe, DEU","DEU","Europe","Western Europe","Insight Partners","organization","private_equity_firm",NA,"venture_capital",1024,NA,"Asset Management","Business Development","Financial Services","Financial Services","Lending and Investments","Professional Services","251-500","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",6243.14536176169,"6efb9171-a87b-212d-f399-b0613da7b1c9","b711ca81-f51b-b404-9dcb-8eee70b4c851","0cef13ad-803a-2fbc-28e3-6af9756f6e11"
"4633","series_b",2004,2233333.33333333,3,"Email","Network Security","Security","Information Technology","Internet Services","Messaging and Telecommunications","101-250",NA,"Astaro","Karlsruhe, Baden-Wurttemberg, DEU","Karlsruhe, DEU","DEU","Europe","Western Europe","OpenView","organization","venture_capital",NA,NA,126,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",5937.12596145691,"f92cbcf0-2a22-45f6-fd36-dacee145b2ed","b711ca81-f51b-b404-9dcb-8eee70b4c851","0cef13ad-803a-2fbc-28e3-6af9756f6e11"
"4634","series_b",2004,2233333.33333333,3,"Email","Network Security","Security","Information Technology","Internet Services","Messaging and Telecommunications","101-250",NA,"Astaro","Karlsruhe, Baden-Wurttemberg, DEU","Karlsruhe, DEU","DEU","Europe","Western Europe","Wellington Partners","organization","venture_capital",NA,NA,232,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Munich, Bayern, DEU","Munich, DEU","DEU","Europe","Western Europe","outside",253.023625619097,"01a1fa1f-c36c-91c2-3572-1b8c51796a7b","b711ca81-f51b-b404-9dcb-8eee70b4c851","0cef13ad-803a-2fbc-28e3-6af9756f6e11"
"4635","series_c",2002,4500000,2,"Cyber Security","Enterprise Software","Security","Information Technology","Privacy and Security","Software","251-500",NA,"eEye Digital Security","Irvine, California, USA","Los Angeles, USA","USA","Americas","Northern America","OpenView","organization","venture_capital",NA,NA,126,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",4158.54482256329,"f92cbcf0-2a22-45f6-fd36-dacee145b2ed","ce8ec5a5-eb03-098a-3f79-684cbb820a19","cc58e7da-4b39-864d-27fa-22fa14056620"
"4636","series_c",2002,4500000,2,"Cyber Security","Enterprise Software","Security","Information Technology","Privacy and Security","Software","251-500",NA,"eEye Digital Security","Irvine, California, USA","Los Angeles, USA","USA","Americas","Northern America","Insight Partners","organization","private_equity_firm",NA,"venture_capital",1024,NA,"Asset Management","Business Development","Financial Services","Financial Services","Lending and Investments","Professional Services","251-500","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",3921.75526234786,"6efb9171-a87b-212d-f399-b0613da7b1c9","ce8ec5a5-eb03-098a-3f79-684cbb820a19","cc58e7da-4b39-864d-27fa-22fa14056620"
"4637","series_d",2004,7500000,2,"Cyber Security","Enterprise Software","Security","Information Technology","Privacy and Security","Software","251-500",NA,"eEye Digital Security","Irvine, California, USA","Los Angeles, USA","USA","Americas","Northern America","Bessemer Venture Partners","organization","venture_capital",NA,NA,1343,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",616.23306197508,"beadb218-e5fa-2686-bc95-4dfaa9acc2e8","ce8ec5a5-eb03-098a-3f79-684cbb820a19","95b02f04-c905-f656-a422-657c26d98e19"
"4638","series_d",2004,7500000,2,"Cyber Security","Enterprise Software","Security","Information Technology","Privacy and Security","Software","251-500",NA,"eEye Digital Security","Irvine, California, USA","Los Angeles, USA","USA","Americas","Northern America","Insight Partners","organization","private_equity_firm",NA,"venture_capital",1024,NA,"Asset Management","Business Development","Financial Services","Financial Services","Lending and Investments","Professional Services","251-500","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",3921.75526234786,"6efb9171-a87b-212d-f399-b0613da7b1c9","ce8ec5a5-eb03-098a-3f79-684cbb820a19","95b02f04-c905-f656-a422-657c26d98e19"
"4639","series_a",2008,5350000,2,"Advertising","Analytics","Artificial Intelligence","Advertising","Artificial Intelligence","Commerce and Shopping","101-250",NA,"Jivox","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","Helion Venture Partners","organization","venture_capital",NA,NA,137,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"1-10","Port Louis Town, Port Louis, MUS","Port Louis, MUS","MUS","Africa","Eastern Africa","outside",8778.86302507312,"9784ab9e-43f3-e895-c17d-b71132f7f468","099972bb-fb62-dcd8-0e3e-d4b9adeacb40","c18f9f57-0fe5-6c78-61a4-d6f63b4befb5"
"4640","series_a",2008,5350000,2,"Advertising","Analytics","Artificial Intelligence","Advertising","Artificial Intelligence","Commerce and Shopping","101-250",NA,"Jivox","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","Opus Capital","organization","venture_capital",NA,NA,87,0,"Angel Investment","Finance","Financial Services","Financial Services","Lending and Investments",NA,"11-50","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",17.9457114150793,"b97d706a-02b0-a16e-84d1-b45b272dee29","099972bb-fb62-dcd8-0e3e-d4b9adeacb40","c18f9f57-0fe5-6c78-61a4-d6f63b4befb5"
"4641","series_c",2007,5e+05,2,"Advertising","Advertising Platforms","Marketing","Advertising","Content and Publishing","Media and Entertainment","11-50",NA,"Technorati","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","DG Ventures (Digital Garage Group TSE4819)","organization","accelerator","corporate_venture_capital","co_working_space",137,NA,"Incubators","Venture Capital",NA,"Financial Services","Lending and Investments",NA,"51-100","Tokyo, Tokyo, JPN","Tokyo, JPN","JPN","Asia","Eastern Asia","outside",8273.95557990123,"0202e2a3-6b6c-4d6b-c3db-a9a500f75c3d","f43648f4-f341-401b-3b0e-0219683e9ada","2a8a5919-6cd1-79e9-c0fe-876519a5e13e"
"4642","series_c",2007,5e+05,2,"Advertising","Advertising Platforms","Marketing","Advertising","Content and Publishing","Media and Entertainment","11-50",NA,"Technorati","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Mobius Venture Capital","organization","venture_capital",NA,NA,149,NA,"Financial Services","FinTech","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Boulder, Colorado, USA","Boulder, USA","USA","Americas","Northern America","outside",1504.03632660571,"c92eba74-4a90-0fd9-9e5e-4144f978ffc2","f43648f4-f341-401b-3b0e-0219683e9ada","2a8a5919-6cd1-79e9-c0fe-876519a5e13e"
"4643","series_b",2008,2050000,2,"Apps","Dating","Internet","Apps","Community and Lifestyle","Internet Services","51-100",NA,"Zoosk","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Canaan Partners","organization","venture_capital",NA,NA,763,NA,"Biopharma","FinTech","Venture Capital","Biotechnology","Financial Services","Health Care","101-250","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",42.1969729667974,"26bcf130-4aa8-a3b3-3571-1b8f13143370","b73b0ad7-6d8f-568c-eb20-de0d99aa1ec5","8f8947b2-7194-537e-3c03-b9c1ea3ab10c"
"4644","series_b",2008,2050000,2,"Apps","Dating","Internet","Apps","Community and Lifestyle","Internet Services","51-100",NA,"Zoosk","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","ATA Ventures","organization","venture_capital",NA,NA,94,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"1-10","Redwood City, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",36.5317908844714,"71000296-8a56-8fe9-77d5-80a22d7cd3fe","b73b0ad7-6d8f-568c-eb20-de0d99aa1ec5","8f8947b2-7194-537e-3c03-b9c1ea3ab10c"
"4645","series_unknown",2008,NA,1,"Apps","Celebrity","Video","Apps","Content and Publishing","Media and Entertainment","101-250",NA,"Funny Or Die","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","HBO","organization",NA,NA,NA,4,NA,"Media and Entertainment","TV Production","Video Streaming","Content and Publishing","Media and Entertainment","Video","5001-10000","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",4134.08258538874,"79cfa131-342d-62f5-01df-fbb168ed63c1","622e63a9-147d-c538-57e9-03e9afb884e6","bb588cbd-41ee-2f38-3478-52e381cf6e3d"
"4646","series_b",2004,1e+07,1,"Publishing","Small and Medium Businesses",NA,"Content and Publishing","Media and Entertainment","Other","11-50",NA,"All Business","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","VantagePoint Capital Partners","organization","venture_capital",NA,NA,270,NA,"Health Care","Information Technology",NA,"Health Care","Information Technology",NA,"101-250","San Bruno, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",17.0562049831723,"e9b9f4db-721a-d30f-bbfc-ebc5aa381456","e9cc0a0e-9018-34f3-a47f-47c8d65e6502","fe0eb347-9a4b-9045-e3cf-45848128ee3a"
"4647","series_c",2006,4133333.33333333,3,"Publishing","Small and Medium Businesses",NA,"Content and Publishing","Media and Entertainment","Other","11-50",NA,"All Business","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","REV","organization","corporate_venture_capital",NA,NA,62,NA,"Business Development","Financial Services","Venture Capital","Financial Services","Lending and Investments","Professional Services","1-10","London, England, GBR","London, GBR","GBR","Europe","Northern Europe","outside",8626.0150795059,"1029072c-c37e-5a60-801f-dfa5ce1fc337","e9cc0a0e-9018-34f3-a47f-47c8d65e6502","0e8c2756-4ecf-96cb-1e6f-e61c5e286470"
"4648","series_c",2006,4133333.33333333,3,"Publishing","Small and Medium Businesses",NA,"Content and Publishing","Media and Entertainment","Other","11-50",NA,"All Business","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","VantagePoint Capital Partners","organization","venture_capital",NA,NA,270,NA,"Health Care","Information Technology",NA,"Health Care","Information Technology",NA,"101-250","San Bruno, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",17.0562049831723,"e9b9f4db-721a-d30f-bbfc-ebc5aa381456","e9cc0a0e-9018-34f3-a47f-47c8d65e6502","0e8c2756-4ecf-96cb-1e6f-e61c5e286470"
"4649","series_c",2006,4133333.33333333,3,"Publishing","Small and Medium Businesses",NA,"Content and Publishing","Media and Entertainment","Other","11-50",NA,"All Business","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sutter Hill Ventures","organization","venture_capital",NA,NA,315,1.5e+07,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",43.7503748209321,"23cdc874-bb58-4926-9ef3-f7f96e1b06eb","e9cc0a0e-9018-34f3-a47f-47c8d65e6502","0e8c2756-4ecf-96cb-1e6f-e61c5e286470"
"4650","series_d",2008,10600000,5,"Professional Networking","Recruiting","Social Media","Community and Lifestyle","Internet Services","Media and Entertainment","10000+",NA,"LinkedIn","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Bain Capital Ventures","organization","private_equity_firm",NA,"venture_capital",616,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"51-100","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",56.8353750819757,"17766aa6-2da1-c1eb-d14d-2277ae1f34c7","86da6213-5b43-6419-4047-472102ccf66f","8575facc-00b7-b8bb-8bb9-ee65ed7f2fb3"
"4651","series_d",2008,10600000,5,"Professional Networking","Recruiting","Social Media","Community and Lifestyle","Internet Services","Media and Entertainment","10000+",NA,"LinkedIn","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sequoia Capital","organization","venture_capital",NA,NA,1839,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","101-250","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",15.5726874843068,"0c867fde-2b9a-df10-fdb9-66b74f355f91","86da6213-5b43-6419-4047-472102ccf66f","8575facc-00b7-b8bb-8bb9-ee65ed7f2fb3"
"4652","series_d",2008,10600000,5,"Professional Networking","Recruiting","Social Media","Community and Lifestyle","Internet Services","Media and Entertainment","10000+",NA,"LinkedIn","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Greylock","organization","venture_capital",NA,NA,844,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"101-250","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",15.5726874843068,"e2006571-6b7a-e477-002a-f7014f48a7e3","86da6213-5b43-6419-4047-472102ccf66f","8575facc-00b7-b8bb-8bb9-ee65ed7f2fb3"
"4653","series_d",2008,10600000,5,"Professional Networking","Recruiting","Social Media","Community and Lifestyle","Internet Services","Media and Entertainment","10000+",NA,"LinkedIn","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","Bessemer Venture Partners","organization","venture_capital",NA,NA,1343,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",56.8353750819757,"beadb218-e5fa-2686-bc95-4dfaa9acc2e8","86da6213-5b43-6419-4047-472102ccf66f","8575facc-00b7-b8bb-8bb9-ee65ed7f2fb3"
"4654","series_d",2008,10600000,5,"Professional Networking","Recruiting","Social Media","Community and Lifestyle","Internet Services","Media and Entertainment","10000+",NA,"LinkedIn","Sunnyvale, California, USA","California Bay Area, USA","USA","Americas","Northern America","KG Investments","organization","venture_capital",NA,NA,36,NA,"Venture Capital",NA,NA,"Financial Services","Lending and Investments",NA,"1-10","Scottsdale, Arizona, USA","Phoenix, USA","USA","Americas","Northern America","outside",1012.65622354736,"ec66a9aa-cd49-89e7-f8b7-3edd08e3505a","86da6213-5b43-6419-4047-472102ccf66f","8575facc-00b7-b8bb-8bb9-ee65ed7f2fb3"
"4655","series_c",2003,2925000,4,"Contact Management","CRM","Crowdsourcing","Information Technology","Internet Services","Messaging and Telecommunications","11-50",NA,"Spoke","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sierra Ventures","organization","venture_capital",NA,NA,400,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"4a97f042-2d36-c628-178a-afbb0945a362","875b4a53-f4cd-b903-6024-9f39cb4f5c5c","b468e1b3-3f28-23c6-17af-a3999b722101"
"4656","series_c",2003,2925000,4,"Contact Management","CRM","Crowdsourcing","Information Technology","Internet Services","Messaging and Telecommunications","11-50",NA,"Spoke","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","U.S. Venture Partners","organization","venture_capital",NA,NA,567,NA,"Enterprise Software","Financial Services","Venture Capital","Financial Services","Lending and Investments","Software","11-50","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",17.9457114150793,"a2b35e8b-e3e9-883b-8a07-38e6ef57d726","875b4a53-f4cd-b903-6024-9f39cb4f5c5c","b468e1b3-3f28-23c6-17af-a3999b722101"
"4657","series_c",2003,2925000,4,"Contact Management","CRM","Crowdsourcing","Information Technology","Internet Services","Messaging and Telecommunications","11-50",NA,"Spoke","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","Partech","organization","venture_capital",NA,NA,522,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"101-250","Paris, Ile-de-France, FRA","Paris, FRA","FRA","Europe","Western Europe","outside",8977.73206903066,"7475db43-36a9-414d-f7a9-b92b78bae47b","875b4a53-f4cd-b903-6024-9f39cb4f5c5c","b468e1b3-3f28-23c6-17af-a3999b722101"
"4658","series_c",2003,2925000,4,"Contact Management","CRM","Crowdsourcing","Information Technology","Internet Services","Messaging and Telecommunications","11-50",NA,"Spoke","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","DCM Ventures","organization","private_equity_firm",NA,"venture_capital",622,NA,"Finance","Impact Investing","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",17.9457114150793,"7e7190a0-ec35-47f3-5c0f-6af756b95d5f","875b4a53-f4cd-b903-6024-9f39cb4f5c5c","b468e1b3-3f28-23c6-17af-a3999b722101"
"4659","series_b",2003,3066666.66666667,3,"Contact Management","CRM","Crowdsourcing","Information Technology","Internet Services","Messaging and Telecommunications","11-50",NA,"Spoke","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","Partech","organization","venture_capital",NA,NA,522,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"101-250","Paris, Ile-de-France, FRA","Paris, FRA","FRA","Europe","Western Europe","outside",8977.73206903066,"7475db43-36a9-414d-f7a9-b92b78bae47b","875b4a53-f4cd-b903-6024-9f39cb4f5c5c","dcc6ae51-472a-f041-31ef-431b77a4377e"
"4660","series_b",2003,3066666.66666667,3,"Contact Management","CRM","Crowdsourcing","Information Technology","Internet Services","Messaging and Telecommunications","11-50",NA,"Spoke","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sierra Ventures","organization","venture_capital",NA,NA,400,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"4a97f042-2d36-c628-178a-afbb0945a362","875b4a53-f4cd-b903-6024-9f39cb4f5c5c","dcc6ae51-472a-f041-31ef-431b77a4377e"
"4661","series_b",2003,3066666.66666667,3,"Contact Management","CRM","Crowdsourcing","Information Technology","Internet Services","Messaging and Telecommunications","11-50",NA,"Spoke","San Mateo, California, USA","California Bay Area, USA","USA","Americas","Northern America","U.S. Venture Partners","organization","venture_capital",NA,NA,567,NA,"Enterprise Software","Financial Services","Venture Capital","Financial Services","Lending and Investments","Software","11-50","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",17.9457114150793,"a2b35e8b-e3e9-883b-8a07-38e6ef57d726","875b4a53-f4cd-b903-6024-9f39cb4f5c5c","dcc6ae51-472a-f041-31ef-431b77a4377e"
"4662","seed",2008,1160000,1,"Brand Marketing","Browser Extensions","Public Relations","Internet Services","Sales and Marketing","Software","101-250",NA,"Brand Thunder","Dublin, Ohio, USA","Columbus, Ohio, USA","USA","Americas","Northern America","Rev1 Ventures","organization","corporate_venture_capital",NA,"venture_capital",229,0,"Biopharma","Business Development","Health Diagnostics","Biotechnology","Financial Services","Health Care","11-50","Columbus, Ohio, USA","Columbus, Ohio, USA","USA","Americas","Northern America","outside",18.0516736039846,"26a9ec60-d5b3-1873-cb5f-e417662c1f18","748d7730-4b50-04c8-190a-f1ece40d6949","25d2dfff-e26d-03a9-bbe6-359d9ae72c42"
"4663","series_b",2000,6666666.66666667,3,"Advertising","Developer Tools","Internet","Advertising","Internet Services","Sales and Marketing","101-250",NA,"Navic Networks","Waltham, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Himalaya Capital Ventures","organization","venture_capital",NA,NA,11,NA,"Venture Capital",NA,NA,"Financial Services","Lending and Investments",NA,"1-10","Pasadena, California, USA","Los Angeles, USA","USA","Americas","Northern America","outside",4146.65304361002,"ca1615fa-eef2-9e5d-f7ee-1c7195470a88","30b1084f-a57f-9dcd-d8b7-6985e8c76c14","a349e3f1-638b-62dd-c15c-603df3160893"
"4664","series_b",2000,6666666.66666667,3,"Advertising","Developer Tools","Internet","Advertising","Internet Services","Sales and Marketing","101-250",NA,"Navic Networks","Waltham, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Highland Capital Partners","organization","venture_capital",NA,NA,497,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Cambridge, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",10.8972415961668,"b51ff078-c9d9-9f51-681d-4f9ac888e070","30b1084f-a57f-9dcd-d8b7-6985e8c76c14","a349e3f1-638b-62dd-c15c-603df3160893"
